"CODE_IRIS","annee","prix_m2_med","prix_m2_mean","n_ventes"
"920020407",2020,4735.9649122807,4844.83732834191,14
"920020407",2021,5406.38888888889,5511.29909536381,37
"920020407",2022,5236.66439393939,5554.44025896016,20
"920020407",2023,5880,5522.94407155374,17
"920020407",2024,5333.1043956044,5349.43731141521,16
"920020407",2025,5315.31531531532,5208.80944966364,13
"920040101",2020,7403.3258460617,9494.45510231026,22
"920040101",2021,7864.97326203209,9467.96147013246,50
"920040101",2022,7618.81172839506,7191.923301919,58
"920040101",2023,7416.66666666667,8523.1986494664,50
"920040101",2024,7142.27272727273,8631.48747820756,36
"920040101",2025,6450.85335335335,7419.79708108908,16
"920040102",2020,7619.04761904762,7338.81879766289,15
"920040102",2021,7657.14285714286,8127.35458199802,33
"920040102",2022,7259.09090909091,7318.66725086245,43
"920040102",2023,7266.66666666667,8222.8917405593,27
"920040102",2024,6756.02702702703,8672.85272664642,37
"920040102",2025,6129.32604735883,6276.86883070541,10
"920040103",2020,7582.33137829912,8038.88223005683,50
"920040103",2021,7532.5,7510.22859325328,105
"920040103",2022,7573.59307359307,14287.3859863935,106
"920040103",2023,6928.58823529412,7357.77683806668,76
"920040103",2024,6528.26086956522,6679.34756053909,55
"920040103",2025,6545.11133603239,6604.41825407072,20
"920040104",2020,7958.83962780515,8051.31199857578,38
"920040104",2021,7733.80952380952,8135.55116752662,58
"920040104",2022,7420.33898305085,7592.2323333356,51
"920040104",2023,6767.7800245098,7349.76650567567,48
"920040104",2024,6979.16666666667,6881.01731623741,33
"920040104",2025,7495,9089.33432969025,12
"920040105",2020,7411.47540983607,8849.38173231181,19
"920040105",2021,7802.81690140845,8412.04550981763,51
"920040105",2022,7901.23456790123,7812.83565976143,51
"920040105",2023,6634.07214254672,6731.63051300253,26
"920040105",2024,6968.88206388206,7535.49963666448,36
"920040105",2025,6219.21921921922,6359.95311988013,12
"920040201",2020,13278.3449416069,48201.9987864131,84
"920040201",2021,7933.33333333333,15621.7831133532,93
"920040201",2022,7558.97111375819,10315.9629790353,88
"920040201",2023,7183.33333333333,7906.68789032194,64
"920040201",2024,6818.18181818182,7389.63916888772,43
"920040201",2025,6875,7574.60570153036,27
"920040202",2020,8125,9404.49614069408,41
"920040202",2021,8373.60655737705,25100.9878409053,125
"920040202",2022,7440.95744680851,9260.19062861288,81
"920040202",2023,7116.66666666667,9940.24287916625,70
"920040202",2024,6971.81818181818,7324.11926399647,57
"920040202",2025,6035.28571428571,5949.45871743762,21
"920040203",2020,7685.26388888889,8639.52946936989,30
"920040203",2021,8071.42857142857,14883.4852818781,95
"920040203",2022,8023.07692307692,9455.09847777722,75
"920040203",2023,6971.24573826383,7243.67941341426,62
"920040203",2024,7397.08994708995,7939.36362984668,64
"920040203",2025,7031.70289855072,7095.71593668963,10
"920040301",2020,7142.85714285714,6978.0342867865,35
"920040301",2021,7251.9915651359,7049.85189085218,76
"920040301",2022,7695.33333333333,16046.4083312954,107
"920040301",2023,6841.44341170038,6874.74929374164,74
"920040301",2024,6724.24024456033,7230.99513332924,62
"920040301",2025,6678.23275862069,6986.93605324115,30
"920040302",2020,6738.02631578947,6515.08572765329,55
"920040302",2021,6900.61813186813,6911.65913954084,102
"920040302",2022,7462.22532281205,18759.8589598947,128
"920040302",2023,6923.3993902439,9025.89317694508,92
"920040302",2024,6519.79813664596,6515.87384460061,60
"920040302",2025,6492.88101604278,6506.41408090584,38
"920040303",2020,7208.17307692308,7662.82630616328,16
"920040303",2021,7871.52173913043,9741.44951100185,74
"920040303",2022,7791.66666666667,8110.8738937261,67
"920040303",2023,13373.1343283582,12419.5305172429,129
"920040303",2024,6666.66666666667,7307.08322533169,49
"920040303",2025,6654.914004914,7400.67827469512,16
"920040304",2020,7423.06610407876,7716.39591552503,18
"920040304",2021,7095.83333333333,7517.81974368756,38
"920040304",2022,8236.84210526316,40271.8135268839,79
"920040304",2023,6781.6091954023,7582.90055346887,47
"920040304",2024,6563.41463414634,7406.13917256249,31
"920040304",2025,5979.80769230769,5654.06892948766,10
"920040305",2020,7707.26495726496,9481.86199442528,40
"920040305",2021,7319.48356807512,7696.91159468863,48
"920040305",2022,7647.79147406266,7744.77796919354,48
"920040305",2023,7603.54249011858,14516.4301607329,56
"920040305",2024,7244.25735554768,18450.180459711,54
"920040305",2025,6189.62799495586,6441.36772781673,14
"920040401",2020,7487.91666666667,8733.10138760683,39
"920040401",2021,8200,18563.1747501103,95
"920040401",2022,8263.95,28061.6830621056,79
"920040401",2023,7477.33050847458,11054.9752679172,72
"920040401",2024,5918.96029258098,6278.21680965412,40
"920040401",2025,6463.46801346801,6891.79090703649,14
"920040402",2020,7360.64814814815,7539.77287189724,13
"920040402",2021,7511.19402985075,7574.80580891568,50
"920040402",2022,7662.64367816092,7427.13079441321,56
"920040402",2023,7084.63888888889,7404.12189841116,35
"920040402",2024,6905.21666666667,7318.96246537341,23
"920040402",2025,6898.4375,8388.16779149533,11
"920040403",2020,7936.50793650794,8588.01786068857,41
"920040403",2021,7919.5652173913,7999.76121689047,77
"920040403",2022,7725.83333333333,7710.22260922875,78
"920040403",2023,7173.91304347826,10817.3656445706,65
"920040403",2024,6755.76923076923,10502.47912953,60
"920040403",2025,6893.23232323232,8733.68096135035,20
"920040404",2020,7513.15789473684,8002.04928284737,32
"920040404",2021,7476.43995098039,8033.39281433411,62
"920040404",2022,7685.02318181818,8066.32624719431,54
"920040404",2023,6921.05263157895,7729.87212149693,62
"920040404",2024,6654.22885572139,7034.24090554185,50
"920040404",2025,6847.3196969697,6679.33537138944,27
"920040501",2020,6854.16666666667,7514.05463436611,63
"920040501",2021,6786.36363636364,6796.45228994862,114
"920040501",2022,7111.11111111111,9722.89287796615,105
"920040501",2023,6635.525,6929.55127521078,87
"920040501",2024,6396.03174603175,6694.3669663063,84
"920040501",2025,6488.94117647059,7375.11216906033,25
"920040502",2020,6040.74081920904,15622.9983059764,164
"920040502",2021,6240.68095238095,15027.8598263534,358
"920040502",2022,6224.24242424242,6544.24457475926,207
"920040502",2023,6471.26436781609,7207.22169074692,105
"920040502",2024,5838.525,5851.76746143941,51
"920040502",2025,5633.77958079784,5507.2284985529,26
"920040503",2020,6479.69052224371,6533.46785721054,16
"920040503",2021,7747.47474747475,14119.9204793156,34
"920040503",2022,6715.6862745098,7188.10556125764,40
"920040503",2023,6168.12857142857,7404.11789487845,26
"920040503",2024,5303.0303030303,5220.25013643343,19
"920040503",2025,6161.40350877193,5886.87005503956,4
"920040504",2020,4811.32075471698,5255.12348108301,13
"920040504",2021,4617.16417910448,4866.88829420931,35
"920040504",2022,5676.88172043011,6409.28993918527,16
"920040504",2023,5371.87824282255,11182.7482839013,30
"920040504",2024,5320,5520.37383045796,27
"920040504",2025,4352.10583808715,4225.4753352063,4
"920040601",2020,5421.91315789474,5823.23975101352,7
"920040601",2021,5815.46533770161,6095.57694781699,12
"920040601",2022,5900.05068431568,6913.9321529725,10
"920040601",2023,5578.46862745098,5664.79497893438,8
"920040601",2024,5396.8253968254,5400.35273368607,3
"920040601",2025,4991.37931034483,4991.37931034483,2
"920040602",2020,16090.9090909091,41063.2357853482,29
"920040602",2021,6242.28395061728,6553.48956512353,36
"920040602",2022,6260.28368794326,6659.85267441,36
"920040602",2023,6106.20346320346,7408.13066198886,24
"920040602",2024,5757.8947368421,5678.80497232471,19
"920040602",2025,5636.36363636364,5812.9786915145,7
"920040603",2020,6339.77272727273,6661.17565898433,23
"920040603",2021,6002.00897867565,6550.85696325718,62
"920040603",2022,6418.93141945773,7147.40859307641,60
"920040603",2023,5971.97802197802,6161.62479322954,36
"920040603",2024,5660.76470588235,6893.72221563317,38
"920040603",2025,5229.67479674797,5157.50536231245,7
"920040604",2020,6079.44444444444,5658.5399452552,47
"920040604",2021,6753.37837837838,8216.78784531974,114
"920040604",2022,7161.29032258064,10810.6049634993,145
"920040604",2023,6866.66666666667,8405.93550371591,125
"920040604",2024,5982.87037037037,6382.86701844206,106
"920040604",2025,5780.21978021978,5511.24684698979,30
"920040701",2020,5434.60539979232,5434.60539979232,2
"920040701",2021,5557.06830985915,5377.07056385245,14
"920040701",2022,5555.47887323944,5431.80706703171,20
"920040701",2023,5232.88549840163,5183.22721683775,6
"920040701",2024,5582.08955223881,5582.08955223881,1
"920040701",2025,5584.01709401709,5474.06355595309,4
"920040702",2020,3609.375,3850.29379174256,3
"920040702",2021,3235.29411764706,3235.29411764706,1
"920040702",2022,5171.9512195122,5171.9512195122,1
"920040702",2023,3845.58823529412,4273.62631098951,3
"920040702",2024,3647.05882352941,3647.05882352941,1
"920040702",2025,4508.19672131148,4508.19672131148,1
"920040703",2020,3950,3937.57432968832,9
"920040703",2021,3975.8064516129,4081.65263478209,14
"920040703",2022,3638.15789473684,3728.24239472372,22
"920040703",2023,4979.16666666667,4360.92757140971,25
"920040703",2024,3916.66666666667,4262.63470130648,21
"920040703",2025,5046.15384615385,4493.64887170671,11
"920040704",2020,3218.3908045977,3601.7613328569,11
"920040704",2021,2864.40750213129,2943.23148020372,18
"920040704",2022,3228.80677587491,3558.62829139082,26
"920040704",2023,3826.5306122449,4213.76989537158,23
"920040704",2024,3041.30434782609,3085.40395012817,7
"920040704",2025,3390.80459770115,4354.41586898858,5
"920040705",2020,4934.47475,4934.47475,2
"920040705",2021,5002.15517241379,5171.97319234109,3
"920040705",2022,6964.28571428571,6964.28571428571,1
"920040705",2023,5530.52631578947,5546.77188996509,3
"920040705",2024,5169.74637681159,5169.74637681159,2
"920040706",2020,5081.39534883721,4871.16796205163,5
"920040706",2021,4250,3947.41984126984,5
"920040706",2022,4190,3974.0945357234,9
"920040706",2023,3933.33333333333,4064.28758169935,3
"920040706",2024,3913.04347826087,4143.91764956307,7
"920040706",2025,3608.69565217391,3877.72620218656,5
"920040707",2020,3903.37837837838,4195.24510160619,18
"920040707",2021,5253.53016688062,5497.22629102345,22
"920040707",2022,4436.61971830986,4553.69989452497,35
"920040707",2023,4471.92959001783,4682.49839145154,30
"920040707",2024,4328.39140103781,4431.80395846326,16
"920040707",2025,3382.84534534535,3573.42692299558,8
"920070101",2020,4285.60606060606,4281.56661506614,10
"920070101",2021,4576.27765064836,4703.76734940303,38
"920070101",2022,4632.35294117647,4926.27125360286,39
"920070101",2023,4920.50827423168,6269.48999478515,20
"920070101",2024,4423.07692307692,4321.80567190212,23
"920070101",2025,4348.95833333333,5282.06287593893,12
"920070102",2020,6611.54430379747,8324.21847163619,3
"920070102",2021,7707.51517087193,9636.65775732065,10
"920070102",2022,7912.77698863636,8709.13372516193,8
"920070102",2023,8620.68965517241,9555.27497861926,7
"920070102",2024,9310.34482758621,8478.42670746561,5
"920070102",2025,8730.41237113402,8730.41237113402,1
"920070103",2020,5157.8947368421,5157.8947368421,1
"920070103",2021,5297.2972972973,5297.2972972973,1
"920070103",2022,4675.32467532467,4675.32467532467,1
"920070103",2023,4363.63636363636,4363.63636363636,1
"920070104",2020,5529.41176470588,5769.02223073586,7
"920070104",2021,5909.15300546448,7687.7720491772,118
"920070104",2022,5845.29914529914,7223.02763787935,102
"920070104",2023,5882.43637880684,5869.16034989062,34
"920070104",2024,6046.51162790698,6463.80170395389,23
"920070104",2025,5654.16666666667,5491.35412606116,11
"920070105",2020,4632.50968992248,4496.76805634335,4
"920070105",2021,4523.80952380952,5149.07707754093,9
"920070105",2022,5590.27777777778,12660.6908530892,10
"920070105",2023,5623.93339587242,5613.38930772922,26
"920070105",2024,5307.29166666667,5299.24992822085,22
"920070105",2025,5611.83592017738,5612.7778805354,6
"920070106",2020,5841.45220588235,6117.06018753337,62
"920070106",2021,6311.47540983607,6565.08687741038,39
"920070106",2022,5632.16108905275,5869.84031294581,40
"920070106",2023,5217.07317073171,5191.50367701268,9
"920070106",2024,4896.12403100775,5232.22865395248,16
"920070106",2025,4967.27044476327,4967.27044476327,2
"920070108",2020,5006.49153278333,5056.45054622641,14
"920070108",2021,5187.71043771044,5442.44528044391,22
"920070108",2022,5034.13885692367,5431.74915490821,32
"920070108",2023,4718.6189516129,4676.02935823404,16
"920070108",2024,4177.21518987342,4199.95826172077,11
"920070108",2025,5083.33333333333,5922.85881901667,5
"920070109",2020,7402.29885057471,21858.9096892582,25
"920070109",2021,5831.94444444444,6041.34991350275,51
"920070109",2022,5939.63963963964,6510.98257046254,56
"920070109",2023,5903.44827586207,9897.04494880927,41
"920070109",2024,5837.10504201681,8838.0893647026,26
"920070109",2025,5349.5652173913,6192.2885846038,5
"920070110",2020,5897.72727272727,14232.6830125823,63
"920070110",2021,6305.08474576271,9277.8796433351,71
"920070110",2022,5822.78481012658,5400.32697159549,21
"920070110",2023,5781.25,5760.41601928616,15
"920070110",2024,6216.11111111111,7248.17793853062,23
"920070110",2025,5616.33928571429,5520.75187969925,4
"920070111",2020,5940.27777777778,5677.0699740325,14
"920070111",2021,5883.90688259109,8057.29644208667,28
"920070111",2022,5671.64179104478,7504.89773068847,31
"920070111",2023,5651.16279069767,6097.18720478387,21
"920070111",2024,5485.79604130809,5918.07439708048,28
"920070111",2025,6260.41666666667,5676.97222222222,5
"920070112",2020,5428.57142857143,6125.79843559649,9
"920070112",2021,5770.89957604664,10420.6034853173,24
"920070112",2022,5702.12765957447,5867.12826859416,13
"920070112",2023,65904.1394335512,56112.6439457423,20
"920070112",2024,5172.63513513513,5101.03930363748,12
"920070112",2025,4375,4727.64051693405,3
"920070113",2020,5500,5599.42104942869,5
"920070113",2021,5435.16791044776,5575.88379648184,22
"920070113",2022,5353.84615384615,5585.90315149296,5
"920070113",2023,6411.28389154705,6389.08835381818,14
"920070113",2024,4696.42857142857,4897.46643039634,13
"920070113",2025,5034.96503496503,5823.32623554606,8
"920070114",2020,5428.57142857143,5428.57142857143,1
"920070114",2021,6727.27272727273,6393.23809590334,7
"920070114",2022,5450,5252.77777777778,4
"920070114",2023,4221.20625,4270.28054435484,4
"920070114",2024,5747.9674796748,5747.9674796748,2
"920070114",2025,4326.66666666667,4326.66666666667,2
"920070115",2020,3203.36391437309,4350.55107911229,6
"920070115",2021,3786.40776699029,3884.2259820631,11
"920070115",2022,5018.8696928636,5087.13218229656,8
"920070115",2023,3443.29896907217,3484.71000310053,7
"920070115",2024,3428.45521907217,4143.6527626985,6
"920070115",2025,3157.89473684211,3157.89473684211,1
"920070116",2020,5273.4375,5134.44742063492,3
"920070116",2021,5415.51190035703,5337.50768169845,130
"920070116",2022,5219.14603960396,5336.97815099733,132
"920070116",2023,5022.02941176471,5001.61275185531,43
"920070116",2024,4502.48762157383,4572.02494276949,12
"920070117",2020,5586.21700879765,5334.07998440141,16
"920070117",2021,5624.47902195054,5467.60292533635,22
"920070117",2022,5637.19088635732,5815.44006045597,24
"920070117",2023,5523.10871440897,4993.03572102519,20
"920070117",2024,5232.87671232877,7093.25806286012,19
"920070117",2025,5908.69565217391,9214.58046359816,9
"920090101",2020,6041.4557038835,5999.89355211856,10
"920090101",2021,6239.94708994709,6270.31856965822,36
"920090101",2022,5991.62137681159,6608.35449871666,134
"920090101",2023,6658.91838649156,7241.67590239317,34
"920090101",2024,5684.89583333333,5941.12503594404,14
"920090101",2025,6341.51785714286,6127.64896162981,8
"920090102",2020,6451.61290322581,8140.93496516355,23
"920090102",2021,6508.26286764706,7584.01580971627,34
"920090102",2022,7230.76923076923,8250.63720168885,47
"920090102",2023,7116.66666666667,9489.67496007184,26
"920090102",2024,2702.7027027027,3355.80743810098,92
"920090102",2025,21818.7606112054,18213.7892802351,18
"920090103",2020,7184.46601941748,7825.90391666178,37
"920090103",2021,6666.66666666667,8620.71883517892,77
"920090103",2022,7157.5,21584.3400703755,81
"920090103",2023,6640.80086580087,7785.79671236971,50
"920090103",2024,5833.33333333333,6024.03154137487,44
"920090103",2025,6213.59223300971,7660.33142604517,11
"920090104",2020,7166.66666666667,9703.25438370178,27
"920090104",2021,6844.08602150538,7653.43674607336,37
"920090104",2022,7360.68111455108,7360.9288812285,40
"920090104",2023,8113.25396825397,11834.2574609331,52
"920090104",2024,6111.11111111111,6304.44452353655,29
"920090104",2025,8209.66872053594,11029.335331322,22
"920090105",2020,7031.25,6982.18326572286,23
"920090105",2021,7113.94066985646,8041.3687751562,52
"920090105",2022,7354.83870967742,8197.00885062698,27
"920090105",2023,6918.23943661972,7478.81308704833,31
"920090105",2024,6317.25,6423.53813607216,23
"920090105",2025,6392.03125,6317.64359235182,7
"920090106",2020,6559.88194973344,7281.12173293841,26
"920090106",2021,7857.77338603426,10156.6246863024,66
"920090106",2022,7272.72727272727,7935.80919601223,43
"920090106",2023,6907.5,8620.09491738426,46
"920090106",2024,6548.38709677419,6838.11596214386,29
"920090106",2025,6428.57142857143,9560.63538822306,19
"920090107",2020,7200.0852066715,8057.41980420696,28
"920090107",2021,6622.52304147465,7383.05643307752,46
"920090107",2022,7237.5,12631.9277220946,47
"920090107",2023,6439.39393939394,15820.4393649307,49
"920090107",2024,5850,6820.37139493798,30
"920090107",2025,6333.33333333333,10132.5038953249,17
"920090108",2020,6711.78571428571,8108.67291181823,23
"920090108",2021,7252.62790697674,7146.78793566769,39
"920090108",2022,7516.12903225806,19614.373633367,65
"920090108",2023,7536.81034482759,10734.197180264,69
"920090108",2024,7056.25,9166.80999685673,45
"920090108",2025,6107.52688172043,12854.6813933101,14
"920090109",2020,54545.4545454545,52654.3965458218,68
"920090109",2021,7985.07462686567,10083.9345488453,35
"920090109",2022,7365.78947368421,11765.486709176,49
"920090109",2023,7070.21392091055,8181.31467512635,38
"920090109",2024,8292.69230769231,8527.62817740433,29
"920090109",2025,7593.96423248882,12332.4565481979,14
"920090110",2020,6814.63497822932,6814.43742749675,24
"920090110",2021,6722.08333333333,6230.26144996107,46
"920090110",2022,7365.85365853659,8871.50379786892,45
"920090110",2023,6444.44444444444,9209.27365295049,36
"920090110",2024,6351.66666666667,15883.4483864047,18
"920090110",2025,5326.95470383275,5433.6234745501,10
"920090111",2020,5743.67816091954,6658.17197212163,17
"920090111",2021,5463.62639029323,5155.87376123914,58
"920090111",2022,7258.06451612903,9601.1925661441,41
"920090111",2023,6736.11111111111,9279.666923361,23
"920090111",2024,6382.97872340426,6379.03906172694,17
"920090111",2025,6229.6282051282,6631.21086647919,13
"920090112",2020,7429.5923838012,7975.70997879108,36
"920090112",2021,8000.31362007169,7926.79030813084,76
"920090112",2022,8330.55555555555,8339.59579097266,72
"920090112",2023,8089.88764044944,7829.82420396353,63
"920090112",2024,7307.69230769231,7102.23566859994,59
"920090112",2025,7516.74053724054,7014.20499267231,30
"920120101",2020,10805.0847457627,12607.2956129594,27
"920120101",2021,10370.3703703704,10654.0486285247,53
"920120101",2022,10517.2413793103,12656.8732026197,47
"920120101",2023,10090,10806.3540211009,39
"920120101",2024,8981.96078431373,9161.53407672754,31
"920120101",2025,11220.9302325581,20333.3160684553,13
"920120102",2020,10228.8629243925,12586.3457095337,28
"920120102",2021,10879.3617021277,24850.175188578,59
"920120102",2022,10578.9677137022,10824.0439679919,46
"920120102",2023,11395.8695652174,29919.575895412,57
"920120102",2024,8045.97701149425,8721.91848930425,31
"920120102",2025,8802.92682926829,9863.79369105976,15
"920120103",2020,10988.7738193869,13170.8771976048,32
"920120103",2021,10412.7688172043,10711.9437798093,60
"920120103",2022,10770.4545454545,16203.4190381917,53
"920120103",2023,10000,10987.3220222286,41
"920120103",2024,9411.76470588235,9126.15801192243,49
"920120103",2025,9500,11190.6294681867,13
"920120105",2020,9501.9387755102,9420.51452616609,26
"920120105",2021,10398.7012987013,23776.3441969795,57
"920120105",2022,9507.5,9951.60236463694,48
"920120105",2023,9378.06603773585,9482.76755616149,44
"920120105",2024,8528.57142857143,8980.61740518967,25
"920120105",2025,9224.1488372093,22977.7982382656,14
"920120106",2020,8478.26086956522,8220.8579945872,99
"920120106",2021,9723.27586206897,10048.819865914,67
"920120106",2022,9810.12658227848,12630.0557233812,73
"920120106",2023,9495.7264957265,14720.0338638911,48
"920120106",2024,8560.03068661296,8761.5603514397,54
"920120106",2025,8444.44444444445,8007.22124702708,21
"920120107",2020,10041.1764705882,9912.1518636913,15
"920120107",2021,10252.6315789474,10119.9810846302,31
"920120107",2022,9996.62921348315,10335.4881278386,37
"920120107",2023,9591.53005464481,9139.61132013917,14
"920120107",2024,8947.36842105263,8791.14761474336,17
"920120107",2025,7665.01314845804,7824.66730416766,6
"920120201",2020,8638.54489164087,8012.52817388601,26
"920120201",2021,9324.7619047619,14446.6218333917,59
"920120201",2022,9483.82207207207,10077.1207986606,52
"920120201",2023,8160,9037.1564976156,39
"920120201",2024,7670.13888888889,7951.02577552024,40
"920120201",2025,7166.22807017544,27986.5198466983,18
"920120202",2020,9326.49253731343,9179.51712952491,12
"920120202",2021,8471.21710526316,8111.17560525438,46
"920120202",2022,8360,8405.52510113295,31
"920120202",2023,8279.1394335512,8508.41252877462,34
"920120202",2024,7595.89500860585,7946.50086528336,26
"920120202",2025,7245.65217391304,6426.24899425298,10
"920120203",2020,9501.9801980198,9469.11987066136,24
"920120203",2021,9678.42679127726,10176.9671893045,50
"920120203",2022,9134.28571428571,9144.70211122175,57
"920120203",2023,8412.82051282051,8843.83136412684,29
"920120203",2024,7600,7614.59875624664,37
"920120203",2025,8285.71428571429,8301.5397427102,21
"920120204",2020,9310.34482758621,9241.47151645408,23
"920120204",2021,9000,10089.4284828316,57
"920120204",2022,9117.64705882353,8968.42123793241,79
"920120204",2023,8402.88461538462,8582.4811894963,53
"920120204",2024,7931.03448275862,8553.47271288952,51
"920120204",2025,8082.8947368421,7531.85162351903,22
"920120205",2020,8352.96610169491,8406.50933963384,16
"920120205",2021,9233.47157138394,10817.8657268039,38
"920120205",2022,8945.58080808081,9089.77624541362,38
"920120205",2023,8250,9783.89993527731,37
"920120205",2024,8255.81395348837,10134.7388164086,23
"920120205",2025,7681.81818181818,8977.80700952994,11
"920120206",2020,9187.08791208791,9342.22100895046,40
"920120206",2021,9279.06976744186,10351.7014600838,77
"920120206",2022,9232.14285714286,11211.154706796,77
"920120206",2023,8752.80100334448,8919.12812947174,46
"920120206",2024,8424.65753424657,10104.848287936,51
"920120206",2025,6896.55172413793,7014.4309567881,11
"920120207",2020,7261.84210526316,7167.51810726747,19
"920120207",2021,7460.52631578947,7547.65665415594,31
"920120207",2022,7980.33116883117,8157.49640112766,28
"920120207",2023,6681.71955128205,7023.92274744619,30
"920120207",2024,7068.96551724138,7118.54765646338,19
"920120207",2025,6978.35159102765,6978.35159102765,2
"920120208",2020,8744.37781109445,8599.58427829135,24
"920120208",2021,9469.08593306863,9841.54566156894,90
"920120208",2022,8938.82646691635,10143.1038939957,70
"920120208",2023,8619.16666666667,8710.47283288315,55
"920120208",2024,7919.64285714286,9718.96562399353,42
"920120208",2025,6872.34042553191,6204.10974650272,17
"920120301",2020,8298.24561403509,8408.40754690407,19
"920120301",2021,8262.03522504892,8932.04524941977,56
"920120301",2022,8618.18181818182,10520.5396506969,74
"920120301",2023,7744.5652173913,8193.39176881657,48
"920120301",2024,6822.57649158593,6885.73195115026,34
"920120301",2025,7370.18853695324,8202.68845807915,22
"920120302",2020,10087.7192982456,15405.1065486729,43
"920120302",2021,9129.44938820912,10204.6376787343,82
"920120302",2022,9242.42424242424,9422.22694722366,65
"920120302",2023,8818.18181818182,8966.11556333338,51
"920120302",2024,8136.66666666667,8555.36162880687,44
"920120302",2025,8340,8000.22136463223,21
"920120303",2020,9327.60416666667,9042.23957615364,72
"920120303",2021,9544.78609625668,9147.03106063736,132
"920120303",2022,9550.51020408163,9484.87813489749,130
"920120303",2023,9090.90909090909,8838.03237791228,89
"920120303",2024,8860.46511627907,8985.24228087373,101
"920120303",2025,8838.43514070007,8571.10855246575,32
"920120305",2020,7013.48214285714,7056.67496565934,4
"920120305",2021,7180,7028.3338905205,13
"920120305",2022,6344.24603174603,6658.73151343538,8
"920120305",2023,6597.40369799692,5588.50399401718,10
"920120305",2024,6613.86138613861,6817.3361303992,9
"920120305",2025,6086.30136986301,6145.8527603678,11
"920120401",2020,9168.47032520325,8952.71761672027,30
"920120401",2021,8909.68899521531,8937.81542643909,58
"920120401",2022,8939.39393939394,9086.47286995726,75
"920120401",2023,8219.55223880597,7923.99639474755,44
"920120401",2024,7969.7538589904,7687.26303296203,36
"920120401",2025,8416.08391608392,9156.95446400567,26
"920120403",2020,9989.72570532915,10056.9819002836,4
"920120403",2021,8235.29411764706,8550.6651796273,15
"920120403",2022,7669.64285714286,7820.78508330344,8
"920120403",2023,7387.75510204082,7910.52634602228,6
"920120403",2024,5364.70588235294,5365.20031268321,5
"920120403",2025,7325.58139534884,7325.58139534884,1
"920120404",2020,8344.8275862069,7951.47362301199,21
"920120404",2021,8223.88888888889,8440.2384396112,24
"920120404",2022,7864.88157894737,8133.46589998689,32
"920120404",2023,7701.41666666667,9405.70197511573,15
"920120404",2024,7294.11764705882,7074.98806972914,23
"920120404",2025,8493.35648148148,8400.38727961982,10
"920120405",2020,9225.60975609756,9215.01331853387,23
"920120405",2021,8823.52941176471,8918.99653668234,69
"920120405",2022,8815.78947368421,12863.9499123685,85
"920120405",2023,8759.61538461538,9237.20272794776,46
"920120405",2024,7424.28571428571,8012.96533535172,47
"920120405",2025,7751.67120387175,8022.04745639487,18
"920120406",2020,8591.39784946237,8559.1686943495,26
"920120406",2021,8709.67741935484,10281.9463183106,59
"920120406",2022,8959.21096345515,10605.1235598478,54
"920120406",2023,8703.7037037037,8649.56947714998,41
"920120406",2024,7481.25,7843.5671614179,51
"920120406",2025,7741.93548387097,7761.8631210931,17
"920120501",2020,9712.64367816092,12536.9348835767,37
"920120501",2021,9709.26301555105,10352.24976967,58
"920120501",2022,9693.66666666667,18755.6930723388,69
"920120501",2023,8531.91489361702,13100.4180189099,65
"920120501",2024,8095.2380952381,7898.30745827148,43
"920120501",2025,9602.40422322775,17275.8689093684,18
"920120502",2020,9687.5,9758.21826414427,33
"920120502",2021,9550,13892.1386954054,61
"920120502",2022,9020.83333333333,9617.68439735576,59
"920120502",2023,9260.71428571429,11465.8341544678,44
"920120502",2024,8851.62864721485,9141.64918485755,38
"920120502",2025,7568.65079365079,7725.66149434544,24
"920120503",2020,9083.75,9697.16147595319,25
"920120503",2021,9247.91666666667,9187.35523201183,63
"920120503",2022,8667.05882352941,8681.81427377377,69
"920120503",2023,9354.51587301587,20350.7056706242,50
"920120503",2024,7812.26790450928,8298.65491468957,36
"920120503",2025,7460.16968325792,7347.98793088145,14
"920120504",2020,8625.5056980057,8958.64715579001,30
"920120504",2021,8828.57142857143,8849.3693183669,71
"920120504",2022,8937.10317460317,16930.9366141695,72
"920120504",2023,8488.28947368421,9168.50322953892,52
"920120504",2024,8100.96153846154,8299.15619840599,42
"920120504",2025,7642.85714285714,7873.04006358428,23
"920120505",2020,8577.28494623656,9430.8892489196,18
"920120505",2021,9010,9419.64394516108,33
"920120505",2022,9034.48275862069,9770.59244806005,59
"920120505",2023,8798.14814814815,11555.0238536123,52
"920120505",2024,8181.81818181818,9149.77396901671,43
"920120505",2025,8550.02185314685,16918.264612269,16
"920120506",2020,8508,8344.00861182059,20
"920120506",2021,9088.80742913001,8845.41362632173,56
"920120506",2022,8939.958020327,10495.2486216993,46
"920120506",2023,8957.14285714286,9524.1006350057,50
"920120506",2024,8269.23076923077,22916.9687001778,39
"920120506",2025,8875.41666666667,12205.3648361698,12
"920120601",2020,10071.4285714286,9927.07211453053,34
"920120601",2021,10000,11092.7208579122,92
"920120601",2022,11254.4071428571,23545.4134086907,110
"920120601",2023,9330.68522267207,8896.28025659191,62
"920120601",2024,8550.75757575758,10070.5948689776,62
"920120601",2025,8651.82170542636,8877.73097700049,26
"920120602",2020,9666.66666666667,12351.906107754,25
"920120602",2021,9666.60544217687,12422.4579669058,56
"920120602",2022,9333.33333333333,10582.9742859196,75
